student_email,skill_name,proficiency
aarush.sur43@example.com,Python,2
aarush.sur43@example.com,Java,1
aarush.sur43@example.com,React,5
aarush.sur43@example.com,C++,4
aarush.sur43@example.com,SQL,1
baljiwan.goswami44@example.com,React,3
baljiwan.goswami44@example.com,Python,1
baljiwan.goswami44@example.com,C++,4
vedhika.banik45@example.com,C++,1
vedhika.banik45@example.com,React,3
vedhika.banik45@example.com,Java,2
vedhika.banik45@example.com,SQL,3
vedhika.banik45@example.com,Python,5
ayaan.chahal46@example.com,SQL,5
ayaan.chahal46@example.com,C++,4
ayaan.chahal46@example.com,Python,2
ayaan.chahal46@example.com,Java,3
hemani.rout47@example.com,Python,4
hemani.rout47@example.com,Java,3
hemani.rout47@example.com,React,5
hemani.rout47@example.com,SQL,4
hemani.rout47@example.com,C++,2
michael.dara48@example.com,C++,5
michael.dara48@example.com,Python,1
jairaj.rajan49@example.com,C++,3
jairaj.rajan49@example.com,Java,4
jairaj.rajan49@example.com,Python,3
chanakya.bhardwaj50@example.com,React,3
chanakya.bhardwaj50@example.com,Python,4
chanakya.bhardwaj50@example.com,C++,1
chanakya.bhardwaj50@example.com,Java,1
ekalinga.contractor51@example.com,SQL,1
ekalinga.contractor51@example.com,Python,4
ekalinga.contractor51@example.com,Java,1
ekalinga.contractor51@example.com,React,1
ethan.balasubramanian52@example.com,Java,3
ethan.balasubramanian52@example.com,Python,3
ethan.balasubramanian52@example.com,SQL,1
ethan.balasubramanian52@example.com,C++,1
ethan.balasubramanian52@example.com,React,5
zayyan.sur53@example.com,Java,1
zayyan.sur53@example.com,React,2
zayyan.sur53@example.com,Python,2
pallavi.prabhakar54@example.com,Python,1
pallavi.prabhakar54@example.com,Java,2
wazir.deshpande55@example.com,SQL,5
wazir.deshpande55@example.com,React,1
wazir.deshpande55@example.com,Java,1
wazir.deshpande55@example.com,Python,3
ojas.mannan56@example.com,Java,4
ojas.mannan56@example.com,C++,5
ojas.mannan56@example.com,SQL,3
ojas.mannan56@example.com,Python,4
ojas.mannan56@example.com,React,2
indali.dave57@example.com,React,4
indali.dave57@example.com,SQL,2
indali.dave57@example.com,C++,2
indali.dave57@example.com,Python,5
indali.dave57@example.com,Java,5
amara.sarin58@example.com,Java,2
amara.sarin58@example.com,C++,2
amara.sarin58@example.com,React,4
amara.sarin58@example.com,Python,4
amara.sarin58@example.com,SQL,2
hardik.kota59@example.com,SQL,2
hardik.kota59@example.com,React,4
hardik.kota59@example.com,Python,3
hardik.kota59@example.com,C++,2
onkar.bhavsar60@example.com,React,1
onkar.bhavsar60@example.com,SQL,4
onkar.bhavsar60@example.com,Python,5
siddharth.barad61@example.com,Java,5
siddharth.barad61@example.com,SQL,2
siddharth.barad61@example.com,C++,2
siddharth.barad61@example.com,React,1
bhavika.radhakrishnan62@example.com,Python,2
bhavika.radhakrishnan62@example.com,SQL,4
bhavika.radhakrishnan62@example.com,C++,2
bhavika.radhakrishnan62@example.com,React,4
ethan.gala63@example.com,SQL,1
ethan.gala63@example.com,React,1
ethan.gala63@example.com,C++,3
bimala.suresh64@example.com,React,3
bimala.suresh64@example.com,Java,4
bimala.suresh64@example.com,Python,1
chanchal.manda65@example.com,React,2
chanchal.manda65@example.com,Python,1
chanchal.manda65@example.com,Java,5
chanchal.manda65@example.com,C++,2
gaurangi.banerjee66@example.com,Python,2
gaurangi.banerjee66@example.com,Java,4
gaurangi.banerjee66@example.com,C++,5
aashi.nayak67@example.com,React,2
aashi.nayak67@example.com,SQL,1
aashi.nayak67@example.com,Python,2
aashi.nayak67@example.com,Java,3
aashi.nayak67@example.com,C++,5
eta.mander68@example.com,Python,2
eta.mander68@example.com,React,2
eta.mander68@example.com,C++,3
eta.mander68@example.com,Java,5
eta.mander68@example.com,SQL,2
ayush.jani69@example.com,Python,4
ayush.jani69@example.com,Java,2
chavvi.kade70@example.com,Python,5
chavvi.kade70@example.com,C++,2
chavvi.kade70@example.com,Java,1
veda.brar71@example.com,C++,5
veda.brar71@example.com,React,1
arjun.bandi72@example.com,Java,3
arjun.bandi72@example.com,C++,4
arjun.bandi72@example.com,Python,5
varenya.prabhakar73@example.com,Python,2
varenya.prabhakar73@example.com,React,4
varenya.prabhakar73@example.com,Java,4
tanish.kaul74@example.com,SQL,1
tanish.kaul74@example.com,React,4
tamanna.bhat75@example.com,React,3
tamanna.bhat75@example.com,Python,3
tamanna.bhat75@example.com,Java,3
tamanna.bhat75@example.com,SQL,5
tamanna.bhat75@example.com,C++,4
chameli.parmer76@example.com,SQL,5
chameli.parmer76@example.com,React,5
chameli.parmer76@example.com,Python,3
chameli.parmer76@example.com,C++,4
ganga.bava77@example.com,React,5
ganga.bava77@example.com,SQL,3
ganga.bava77@example.com,C++,3
ganga.bava77@example.com,Python,1
balendra.raman78@example.com,Python,3
balendra.raman78@example.com,SQL,1
balendra.raman78@example.com,React,3
balendra.raman78@example.com,Java,4
balendra.raman78@example.com,C++,3
rehaan.khurana79@example.com,C++,3
rehaan.khurana79@example.com,React,4
rehaan.khurana79@example.com,Java,4
rehaan.khurana79@example.com,Python,1
rehaan.khurana79@example.com,SQL,1
darika.taneja80@example.com,SQL,2
darika.taneja80@example.com,C++,1
darika.taneja80@example.com,React,4
darika.taneja80@example.com,Java,1
darika.taneja80@example.com,Python,3
timothy.kala81@example.com,React,3
timothy.kala81@example.com,C++,3
timothy.kala81@example.com,Java,4
timothy.kala81@example.com,SQL,1
vinaya.wason82@example.com,SQL,4
vinaya.wason82@example.com,C++,2
vinaya.wason82@example.com,Java,5
turvi.borde83@example.com,Python,4
turvi.borde83@example.com,C++,2
turvi.borde83@example.com,React,4
henry.gopal84@example.com,Python,2
henry.gopal84@example.com,C++,2
henry.gopal84@example.com,SQL,5
henry.gopal84@example.com,Java,5
sai.prabhu85@example.com,React,3
sai.prabhu85@example.com,C++,4
victor.upadhyay86@example.com,Java,5
victor.upadhyay86@example.com,C++,1
falan.dalal87@example.com,C++,4
falan.dalal87@example.com,Python,1
falan.dalal87@example.com,Java,3
falan.dalal87@example.com,SQL,1
falan.dalal87@example.com,React,2
neelima.datta88@example.com,React,3
neelima.datta88@example.com,C++,3
neelima.datta88@example.com,SQL,3
neelima.datta88@example.com,Python,1
oeshi.pathak89@example.com,Python,1
oeshi.pathak89@example.com,C++,3
oeshi.pathak89@example.com,Java,5
chanchal.dora90@example.com,Java,5
chanchal.dora90@example.com,SQL,1
chanchal.dora90@example.com,React,4
chanchal.dora90@example.com,Python,4
finn.master91@example.com,Python,2
finn.master91@example.com,React,1
timothy.kaul92@example.com,Python,2
timothy.kaul92@example.com,SQL,5
timothy.kaul92@example.com,Java,3
timothy.kaul92@example.com,React,3
timothy.kaul92@example.com,C++,2
wyatt.batra93@example.com,Java,5
wyatt.batra93@example.com,Python,1
wyatt.batra93@example.com,C++,2
wyatt.batra93@example.com,SQL,4
chaaya.shenoy94@example.com,React,2
chaaya.shenoy94@example.com,Java,4
chaaya.shenoy94@example.com,Python,4
chaaya.shenoy94@example.com,SQL,2
chaaya.shenoy94@example.com,C++,2
lopa.parmer95@example.com,Java,2
lopa.parmer95@example.com,C++,5
lopa.parmer95@example.com,React,5
lopa.parmer95@example.com,Python,3
matthew.raju96@example.com,Python,4
matthew.raju96@example.com,Java,1
matthew.raju96@example.com,SQL,1
matthew.raju96@example.com,C++,4
abdul.upadhyay97@example.com,C++,3
abdul.upadhyay97@example.com,Java,3
abdul.upadhyay97@example.com,Python,4
abdul.upadhyay97@example.com,SQL,2
abhiram.wadhwa98@example.com,Java,2
abhiram.wadhwa98@example.com,Python,1
abhiram.wadhwa98@example.com,React,2
ubika.sankaran99@example.com,C++,3
ubika.sankaran99@example.com,SQL,3
ubika.sankaran99@example.com,React,1
ubika.sankaran99@example.com,Python,1
ubika.sankaran99@example.com,Java,2
ekiya.jhaveri100@example.com,Java,2
ekiya.jhaveri100@example.com,Python,4
yasti.krish101@example.com,SQL,1
yasti.krish101@example.com,Python,2
yasti.krish101@example.com,React,3
anita.dhillon102@example.com,Python,2
anita.dhillon102@example.com,SQL,1
anita.dhillon102@example.com,React,3
anita.dhillon102@example.com,Java,4
anita.dhillon102@example.com,C++,4
hema.rastogi103@example.com,React,4
hema.rastogi103@example.com,Java,5
hema.rastogi103@example.com,C++,2
hema.rastogi103@example.com,Python,1
hema.rastogi103@example.com,SQL,2
suhani.dutt104@example.com,Java,1
suhani.dutt104@example.com,Python,4
suhani.dutt104@example.com,React,2
suhani.dutt104@example.com,C++,2
suhani.dutt104@example.com,SQL,3
gautam.kari105@example.com,SQL,1
gautam.kari105@example.com,C++,3
gautam.kari105@example.com,Java,5
gautam.kari105@example.com,Python,1
eta.prabhu106@example.com,SQL,2
eta.prabhu106@example.com,C++,3
eta.prabhu106@example.com,Java,5
eta.prabhu106@example.com,React,4
eta.prabhu106@example.com,Python,5
avni.sinha107@example.com,Python,5
avni.sinha107@example.com,SQL,1
avni.sinha107@example.com,C++,4
avni.sinha107@example.com,Java,2
avni.sinha107@example.com,React,5
onveer.hayer108@example.com,SQL,4
onveer.hayer108@example.com,React,5
onveer.hayer108@example.com,Python,4
praneel.ganesan109@example.com,Python,4
praneel.ganesan109@example.com,C++,1
rudra.kala110@example.com,Java,1
rudra.kala110@example.com,Python,3
rudra.kala110@example.com,C++,4
hardik.buch111@example.com,SQL,5
hardik.buch111@example.com,Python,1
hardik.buch111@example.com,Java,3
hardik.buch111@example.com,React,5
irya.wadhwa112@example.com,Python,3
irya.wadhwa112@example.com,C++,3
irya.wadhwa112@example.com,React,1
irya.wadhwa112@example.com,Java,1
irya.wadhwa112@example.com,SQL,2
xiti.vora113@example.com,C++,1
xiti.vora113@example.com,Python,4
xiti.vora113@example.com,SQL,5
xiti.vora113@example.com,React,3
divya.sridhar114@example.com,SQL,5
divya.sridhar114@example.com,Python,4
divya.sridhar114@example.com,React,2
divya.sridhar114@example.com,C++,1
divya.sridhar114@example.com,Java,5
gunbir.dyal115@example.com,C++,1
gunbir.dyal115@example.com,Python,5
warinder.kant116@example.com,Python,1
warinder.kant116@example.com,Java,5
warinder.kant116@example.com,SQL,1
chanakya.batra117@example.com,C++,1
chanakya.batra117@example.com,Java,2
chanakya.batra117@example.com,Python,4
ayushman.bhatia118@example.com,SQL,2
ayushman.bhatia118@example.com,Python,4
ayushman.bhatia118@example.com,Java,5
ayushman.bhatia118@example.com,C++,3
ayushman.bhatia118@example.com,React,1
mohammed.sachdeva119@example.com,Java,2
mohammed.sachdeva119@example.com,C++,2
chanchal.acharya120@example.com,SQL,2
chanchal.acharya120@example.com,Python,2
dayita.bhalla121@example.com,C++,4
dayita.bhalla121@example.com,Python,2
dayita.bhalla121@example.com,React,1
dayita.bhalla121@example.com,SQL,5
krisha.apte122@example.com,SQL,1
krisha.apte122@example.com,Python,2
krisha.apte122@example.com,React,4
krisha.apte122@example.com,C++,5
radhika.nair123@example.com,Python,3
radhika.nair123@example.com,SQL,2
radhika.nair123@example.com,C++,2
agastya.padmanabhan124@example.com,React,4
agastya.padmanabhan124@example.com,Python,2
pratyush.kalita125@example.com,SQL,1
pratyush.kalita125@example.com,Python,2
pratyush.kalita125@example.com,C++,5
pratyush.kalita125@example.com,Java,3
pratyush.kalita125@example.com,React,4
pranav.jain126@example.com,Java,5
pranav.jain126@example.com,Python,3
pranav.jain126@example.com,C++,2
pranav.jain126@example.com,SQL,2
urvashi.bansal127@example.com,Python,3
urvashi.bansal127@example.com,C++,1
indali.bains128@example.com,Java,4
indali.bains128@example.com,React,1
indali.bains128@example.com,Python,5
indali.bains128@example.com,C++,2
anusha.anne129@example.com,SQL,1
anusha.anne129@example.com,React,4
anusha.anne129@example.com,Java,2
anusha.anne129@example.com,C++,2
anusha.anne129@example.com,Python,4
pushti.jha130@example.com,Python,3
pushti.jha130@example.com,React,1
pushti.jha130@example.com,Java,4
anmol.narasimhan131@example.com,SQL,4
anmol.narasimhan131@example.com,Python,1
anmol.narasimhan131@example.com,C++,1
anmol.narasimhan131@example.com,Java,1
ryan.dhar132@example.com,C++,2
ryan.dhar132@example.com,Java,1
ryan.dhar132@example.com,React,1
brinda.dara133@example.com,Python,4
brinda.dara133@example.com,Java,3
brinda.dara133@example.com,React,4
brinda.dara133@example.com,C++,3
divya.salvi134@example.com,React,3
divya.salvi134@example.com,Python,1
divya.salvi134@example.com,C++,2
divya.salvi134@example.com,SQL,2
farhan.comar135@example.com,C++,1
farhan.comar135@example.com,Java,1
farhan.comar135@example.com,SQL,4
lajita.minhas136@example.com,React,3
lajita.minhas136@example.com,C++,4
lajita.minhas136@example.com,Python,5
lajita.minhas136@example.com,SQL,5
widisha.gole137@example.com,Java,3
widisha.gole137@example.com,C++,2
widisha.gole137@example.com,React,3
widisha.gole137@example.com,Python,5
rehaan.padmanabhan138@example.com,C++,5
rehaan.padmanabhan138@example.com,Java,5
rehaan.padmanabhan138@example.com,React,3
rehaan.padmanabhan138@example.com,Python,2
rehaan.padmanabhan138@example.com,SQL,1
eta.magar139@example.com,React,5
eta.magar139@example.com,Python,3
eta.magar139@example.com,Java,3
eta.magar139@example.com,C++,1
eta.magar139@example.com,SQL,5
sanaya.khurana140@example.com,C++,4
sanaya.khurana140@example.com,Python,2
panini.parmar141@example.com,SQL,2
panini.parmar141@example.com,React,4
panini.parmar141@example.com,Python,3
panini.parmar141@example.com,C++,3
vaishnavi.kala142@example.com,React,2
vaishnavi.kala142@example.com,SQL,4
vaishnavi.kala142@example.com,C++,4
vaishnavi.kala142@example.com,Java,1
bhavini.nagy143@example.com,C++,5
bhavini.nagy143@example.com,Python,5
bhavini.nagy143@example.com,SQL,4
bhavika.banik144@example.com,Java,3
bhavika.banik144@example.com,SQL,2
bhavika.banik144@example.com,C++,1
bhavika.banik144@example.com,React,1
xalak.madan145@example.com,Python,3
xalak.madan145@example.com,C++,4
xalak.madan145@example.com,React,2
gayathri.bose146@example.com,C++,5
gayathri.bose146@example.com,Java,4
gayathri.bose146@example.com,React,1
gayathri.bose146@example.com,SQL,5
gayathri.bose146@example.com,Python,5
dipta.khanna147@example.com,C++,5
dipta.khanna147@example.com,SQL,2
dipta.khanna147@example.com,React,5
dipta.khanna147@example.com,Python,5
dipta.khanna147@example.com,Java,3
nilima.merchant148@example.com,Python,3
nilima.merchant148@example.com,Java,2
viraj.sama149@example.com,C++,3
viraj.sama149@example.com,Java,5
viraj.sama149@example.com,Python,2
viraj.sama149@example.com,SQL,2
viraj.sama149@example.com,React,5
chaitanya.basu150@example.com,React,4
chaitanya.basu150@example.com,Python,3
ojasvi.dugar151@example.com,SQL,2
ojasvi.dugar151@example.com,React,2
champak.padmanabhan152@example.com,React,5
champak.padmanabhan152@example.com,SQL,1
champak.padmanabhan152@example.com,C++,4
vihaan.balay153@example.com,Java,4
vihaan.balay153@example.com,Python,5
vihaan.balay153@example.com,C++,5
darpan.mutti154@example.com,C++,4
darpan.mutti154@example.com,SQL,1
zinal.trivedi155@example.com,Java,2
zinal.trivedi155@example.com,React,4
zinal.trivedi155@example.com,SQL,3
zinal.trivedi155@example.com,Python,2
zinal.trivedi155@example.com,C++,1
lakshit.kadakia156@example.com,React,4
lakshit.kadakia156@example.com,C++,5
lakshit.kadakia156@example.com,Python,4
lakshit.kadakia156@example.com,SQL,5
lakshit.kadakia156@example.com,Java,4
yauvani.chaudhry157@example.com,React,4
yauvani.chaudhry157@example.com,Java,5
aarna.patla158@example.com,C++,5
aarna.patla158@example.com,React,1
aarna.patla158@example.com,SQL,3
aarna.patla158@example.com,Python,2
aarna.patla158@example.com,Java,2
keya.natarajan159@example.com,SQL,1
keya.natarajan159@example.com,Python,4
keya.natarajan159@example.com,Java,5
keya.natarajan159@example.com,C++,2
forum.bala160@example.com,C++,1
forum.bala160@example.com,SQL,4
forum.bala160@example.com,React,4
forum.bala160@example.com,Java,1
forum.bala160@example.com,Python,4
wahab.murthy161@example.com,C++,1
wahab.murthy161@example.com,SQL,2
wahab.murthy161@example.com,Java,4
aadi.warrior162@example.com,React,5
aadi.warrior162@example.com,SQL,2
aadi.warrior162@example.com,Python,1
aadi.warrior162@example.com,C++,2
kashvi.rastogi163@example.com,C++,2
kashvi.rastogi163@example.com,SQL,3
kashvi.rastogi163@example.com,Python,3
kashvi.rastogi163@example.com,Java,1
azaan.issac164@example.com,Python,5
azaan.issac164@example.com,Java,1
azaan.issac164@example.com,React,5
ganga.das165@example.com,Python,2
ganga.das165@example.com,Java,1
ganga.das165@example.com,SQL,1
ganga.das165@example.com,C++,1
ganga.das165@example.com,React,5
nisha.thakur166@example.com,React,1
nisha.thakur166@example.com,Java,4
eesha.kalla167@example.com,React,1
eesha.kalla167@example.com,Python,4
eesha.kalla167@example.com,Java,1
eesha.kalla167@example.com,C++,4
ekansh.comar168@example.com,Java,3
ekansh.comar168@example.com,React,3
ekansh.comar168@example.com,SQL,1
shivansh.bains169@example.com,Python,3
shivansh.bains169@example.com,Java,2
shivansh.bains169@example.com,React,1
shivansh.bains169@example.com,C++,1
shivansh.bains169@example.com,SQL,3
tejas.wason170@example.com,Java,1
tejas.wason170@example.com,Python,2
tejas.wason170@example.com,React,2
tejas.wason170@example.com,C++,2
maya.sengupta171@example.com,SQL,5
maya.sengupta171@example.com,React,3
maya.sengupta171@example.com,Python,4
maya.sengupta171@example.com,Java,2
falan.malhotra172@example.com,SQL,4
falan.malhotra172@example.com,React,2
falan.malhotra172@example.com,Python,4
pahal.raju173@example.com,React,1
pahal.raju173@example.com,Python,4
balveer.jani174@example.com,React,3
balveer.jani174@example.com,C++,2
balveer.jani174@example.com,Python,3
balveer.jani174@example.com,Java,4
ayaan.kapoor175@example.com,React,5
ayaan.kapoor175@example.com,C++,3
kritika.pall176@example.com,React,4
kritika.pall176@example.com,Java,4
kritika.pall176@example.com,SQL,4
kritika.pall176@example.com,C++,4
lipika.bahri177@example.com,C++,4
lipika.bahri177@example.com,Java,4
lipika.bahri177@example.com,SQL,3
xiti.sami178@example.com,Python,5
xiti.sami178@example.com,React,2
xiti.sami178@example.com,SQL,2
xiti.sami178@example.com,Java,4
kashvi.kaur179@example.com,SQL,4
kashvi.kaur179@example.com,Java,5
kashvi.kaur179@example.com,C++,1
kashvi.kaur179@example.com,React,1
rachita.sengupta180@example.com,React,1
rachita.sengupta180@example.com,Java,3
rachita.sengupta180@example.com,Python,5
hritik.ben181@example.com,Java,5
hritik.ben181@example.com,SQL,3
hritik.ben181@example.com,C++,2
hritik.ben181@example.com,Python,4
hritik.ben181@example.com,React,2
balvan.sheth182@example.com,SQL,4
balvan.sheth182@example.com,React,3
balvan.sheth182@example.com,C++,5
balhaar.bala183@example.com,Java,2
balhaar.bala183@example.com,Python,2
guneet.cherian184@example.com,Python,5
guneet.cherian184@example.com,Java,2
guneet.cherian184@example.com,SQL,2
parth.mani185@example.com,SQL,2
parth.mani185@example.com,React,2
parth.mani185@example.com,Python,2
parth.mani185@example.com,Java,1
parth.mani185@example.com,C++,5
raksha.raju186@example.com,C++,5
raksha.raju186@example.com,Java,1
raksha.raju186@example.com,Python,1
raksha.raju186@example.com,SQL,2
raksha.raju186@example.com,React,3
shivansh.kara187@example.com,SQL,2
shivansh.kara187@example.com,Java,5
shivansh.kara187@example.com,Python,5
shivansh.kara187@example.com,C++,5
shivansh.kara187@example.com,React,3
vrinda.kapoor188@example.com,React,3
vrinda.kapoor188@example.com,Java,5
vrinda.kapoor188@example.com,SQL,4
vrinda.kapoor188@example.com,Python,5
vrinda.kapoor188@example.com,C++,3
pavani.tak189@example.com,C++,1
pavani.tak189@example.com,SQL,5
zarna.rege190@example.com,Java,5
zarna.rege190@example.com,SQL,2
anjali.prasad191@example.com,C++,5
anjali.prasad191@example.com,Java,1
advay.bath192@example.com,Java,4
advay.bath192@example.com,Python,1
advay.bath192@example.com,SQL,2
advay.bath192@example.com,C++,4
advay.bath192@example.com,React,2
ojasvi.bumb193@example.com,Java,1
ojasvi.bumb193@example.com,C++,3
ojasvi.bumb193@example.com,SQL,4
ojasvi.bumb193@example.com,React,5
ojasvi.bumb193@example.com,Python,4
nitara.misra194@example.com,SQL,5
nitara.misra194@example.com,C++,2
nitara.misra194@example.com,Python,3
nitara.misra194@example.com,React,2
onveer.ray195@example.com,React,2
onveer.ray195@example.com,Java,3
onveer.ray195@example.com,SQL,2
onveer.ray195@example.com,Python,5
logan.johal196@example.com,Python,4
logan.johal196@example.com,Java,2
logan.johal196@example.com,C++,1
logan.johal196@example.com,React,5
logan.johal196@example.com,SQL,4
mitali.handa197@example.com,Python,1
mitali.handa197@example.com,React,3
benjamin.konda198@example.com,Java,5
benjamin.konda198@example.com,C++,2
benjamin.konda198@example.com,SQL,3
benjamin.konda198@example.com,React,4
benjamin.konda198@example.com,Python,2
bakhshi.lad199@example.com,C++,1
bakhshi.lad199@example.com,Java,1
bakhshi.lad199@example.com,Python,3
jagat.vyas200@example.com,Java,1
jagat.vyas200@example.com,SQL,2
jagat.vyas200@example.com,React,4
jagat.vyas200@example.com,Python,5
jagat.vyas200@example.com,C++,5
vedhika.singh201@example.com,SQL,4
vedhika.singh201@example.com,React,3
dakshesh.deshmukh202@example.com,Java,3
dakshesh.deshmukh202@example.com,React,1
dakshesh.deshmukh202@example.com,SQL,2
gaurika.borde203@example.com,Java,4
gaurika.borde203@example.com,Python,4
gaurika.borde203@example.com,SQL,4
balhaar.kohli204@example.com,Java,2
balhaar.kohli204@example.com,Python,4
balhaar.kohli204@example.com,C++,5
balhaar.kohli204@example.com,React,5
jyoti.kapadia205@example.com,C++,2
jyoti.kapadia205@example.com,React,4
jyoti.kapadia205@example.com,Java,2
ronith.sen206@example.com,Java,1
ronith.sen206@example.com,React,2
wahab.shroff207@example.com,C++,3
wahab.shroff207@example.com,SQL,4
wahab.shroff207@example.com,Python,4
wahab.shroff207@example.com,React,1
wahab.shroff207@example.com,Java,4
kala.shenoy208@example.com,React,4
kala.shenoy208@example.com,Python,3
kala.shenoy208@example.com,SQL,4
kala.shenoy208@example.com,Java,2
jalsa.chatterjee209@example.com,SQL,2
jalsa.chatterjee209@example.com,Python,2
jalsa.chatterjee209@example.com,Java,4
jasmit.roy210@example.com,C++,5
jasmit.roy210@example.com,Java,1
jasmit.roy210@example.com,SQL,1
aahana.misra211@example.com,Java,2
aahana.misra211@example.com,React,1
aahana.misra211@example.com,C++,4
aahana.misra211@example.com,Python,3
priya.vala212@example.com,React,2
